main_id,name,U,B,V,R,I,G,J,ra,dec,sp_type,sp_qual,otype
"* bet UMa","Merak",2.35,2.35,2.37,2.31,2.35,2.2605,2.35,165.46031890416668,56.38242608666667,"A1IVps",C,"PM*"
"* alf Lep","Arneb",3.02,2.77,2.57,2.35,2.14,2.3895,2.04,83.18256716166667,-17.82228927222222,"F0Ib",C,"V*"
"* omi Ori",,,6.458,4.721,,,3.52523,0.483,73.13317666869,14.25064208505,"M3SIII",C,"S*"
"* bet Hyi",,3.52,3.41,2.79,2.28,1.94,2.68073,1.72,6.4377931550222804,-77.25424611998604,"G0V",C,"PM*"
"* zet02 Sco",,,4.99,3.62,,,3.14521,1.363,253.645854299862,-42.36131583630056,"K3III",C,"PM*"
"* nu. Hya",,5.62,4.35,3.11,2.17,1.53,2.7943,1.06,162.40620310375002,-16.193648885833333,"K1.5IIIHdel-0.5",B,"PM*"
"V* R Hya",,7.26,6.58,4.97,2.27,-0.15,6.1792,-1.16,202.42825778083332,-23.28132629972222,"M6-9e",B,"Mi*"
"* sig CMa","Unurgunite",7.08,5.2,3.47,2.15,1.15,2.5825,0.51,105.42978243583333,-27.934830492777778,"K5Ib",C,"LP*"
"* eta Peg","Matar",4.38,3.81,2.95,2.31,1.83,2.72508,1.42,340.75053685395,30.221214713719995,"G8II+F0V",C,"SB*"
"* eta Oph","Sabik",2.56,2.47,2.42,2.39,2.38,,2.31,257.5945287106208,-15.724906641710527,"A2IV-V",C,"**"
"* eta CMa","Aludra",1.65,2.37,2.45,2.38,2.44,2.45041,2.57,111.02375950100142,-29.303105508471724,"B5Ia",C,"s*b"
"* bet Aqr","Sadalsuud",4.27,3.71,2.89,2.29,1.84,2.5614,1.57,322.8897154783333,-5.5711755572222215,"G0Ib",B,"*"
"* alf Aqr","Sadalmelik",4.65,3.9,2.94,2.27,1.76,2.5521,1.45,331.4459830479167,-0.31984910166666664,"G2Ib",B,"*"
"Cl Collinder  135",,,2.69,2.1,,,,,109.362,-37.044000000000004,,,"OpC"
"V* U Men",,,,,,,7.996,1.28,62.39824593872959,-81.85490238690139,"M3",D,"Mi*"
"* eta Cen",,1.3,2.12,2.31,2.41,2.59,2.2547,2.84,218.8767673375,-42.15782521722222,"B2Ve",C,"Be*"
"* sig Sco","Alniyat",2.32,3.02,2.89,1.69,1.58,2.92087,2.49,245.29714880583333,-25.592792076666665,"B1III+B1:V",C,"bC*"
"* del Cen",,1.51,2.39,2.52,2.48,2.62,2.50826,2.7,182.08957348875,-50.722427392777774,"B2Vne",C,"Be*"
"* iot01 Sco",,,3.492,2.992,,,2.7143,1.881,266.89617137458333,-40.12699704138889,"F2Ia",C,"s*y"
"* bet01 Cap","Dabih Major",4.14,3.87,3.08,2.53,2.03,2.83687,1.49,305.25277749238,-14.78140760208,"G9II:+B8p:Si:",D,"SB*"
"* eps Cen",,1.16,2.08,2.3,2.45,2.7,,2.82,204.97190723090242,-53.466391146088995,"B1III",C,"bC*"
"* gam UMa","Phecda",2.44,2.45,2.44,2.44,2.47,2.43628,2.4,178.45769715249997,53.69475972916666,"A0Ve+K2V",C,"Em*"
"* eps Leo",,4.23,3.79,2.98,2.36,1.93,2.6019,1.63,146.46280541833335,23.77425578722222,"G1IIIa",C,"V*"
"* alf UMa A",,,3.01,1.87,,,,,165.93195263333334,61.75103334166666,"G9III",B,"PM*"
"* del Dra","Altais",4.85,4.07,3.07,2.37,1.86,2.673,1.43,288.13875818541663,67.66154043916667,"G9III",B,"PM*"
"* del02 Gru",,7.38,5.68,4.11,2.38,0.79,2.8533,0.27,337.43930841291666,-43.749221329166666,"M4.5IIIa",C,"LP?"
"* del02 Gru",,7.38,5.68,4.11,2.38,0.79,2.8533,0.27,337.43930841291666,-43.749221329166666,"M4.5IIIa",C,"LP?"
"* gam Hya",,4.58,3.92,3.0,2.4,1.93,2.6159,1.53,199.73040494,-23.171514278055557,"G8IIIa",B,"SB*"
"* del02 Lyr",,7.62,5.97,4.3,2.52,0.89,2.92218,-0.05,283.6261806258333,36.89861481416666,"M4II",B,"LP*"
"* zet Oph",,1.73,2.58,2.56,2.46,2.5,2.4632,2.59,249.28974606041666,-10.56709151972222,"O9.2IVnn",C,"Be*"
"* eta Pav",,,4.769,3.581,,,3.1454,1.573,266.43327519666667,-64.72387205305556,"K2II",C,"PM*"
"* bet Col","Wazn",5.49,4.28,3.12,2.27,1.69,2.80418,1.234,87.73996749625,-35.768309780833334,"K1III_CN+1",C,"PM*"
"* lam Aqr",,7.2,5.44,3.79,2.37,1.18,2.85953,0.44,343.15364185224,-7.57959692371,"M2.5IIIFe-0.5",C,"LP*"
"* del Leo","Zosma",2.79,2.68,2.53,2.44,2.41,2.57163,2.33,168.52708926588556,20.523718139047475,"A5IV(n)",C,"PM*"
"* kap Sco",,1.32,2.211,2.386,,,2.4227,2.892,265.62198000035505,-39.02998307638737,"B1.5III",C,"bC*"
"* alf Peg","Markab",2.38,2.44,2.48,2.47,2.5,2.50366,2.51,346.19022269142596,15.205267147927536,"B9III",C,"PM*"
"* zet Hya",,4.92,4.1,3.1,2.39,1.9,2.8702,1.48,133.84844223,5.945565383333333,"G8.5III",C,"PM*"
"* c Pup",,7.06,5.34,3.61,2.26,1.26,2.7429,0.68,116.31373506708333,-37.968583279722225,"K4III",C,"*"
"SMC","Nubecula Minor;SMC;Small Magellanic Cloud",,2.79,2.2,,,,,13.158333333333333,-72.80027777777778,,,"G"
"NGC  1980","Lower Sword",,,2.5,,,,,83.81,-5.9239999999999995,,,"OpC"
"* bet01 Sco",,1.68,2.55,2.62,2.6,2.69,2.55502,2.412,241.3592999275,-19.805452782777778,"B1V",C,"bC*"
"[SC96] Mis  162",,,,2.51,,,,,253.0,-38.03333333333333,,,"*"
"* eta Oph A",,,2.564,2.463,,,,,257.5944336,-15.7251428,"A2(V)",D,"PM*"
"* kap Vel",,1.5,2.324,2.473,,,2.48789,2.862,140.52840670833334,-55.01066713416667,"B2IV",C,"SB*"
"* del And",,6.04,4.56,3.28,2.36,1.7,2.7646,1.18,9.831979920416668,30.86102175555556,"K3III-IIIbCN0.5",B,"SB*"
"* eps Aur","Almaaz",3.86,3.53,2.99,2.47,2.02,2.84765,1.83,75.49222653615,43.82331030981,"A9Ia",C,"EB*"
"* kap Oph",,5.52,4.36,3.2,2.36,1.82,2.7397,1.315,254.41707437458334,9.375031276666666,"K2III",B,"LP?"
"* kap Oph",,5.52,4.36,3.2,2.36,1.82,2.7397,1.315,254.41707437458334,9.375031276666666,"K2III",B,"LP?"
"* zet Cep",,6.62,4.9,3.35,2.27,1.49,2.7429,0.97,332.71365381625003,58.20126266305555,"K1.5Ib",B,"EB*"
"* del Mus",,,4.8,3.62,,,3.1384,1.649,195.5677697341667,-71.54885423305556,"K2III",C,"SB*"
"* alf Aps",,,5.247,3.798,,,3.2268,1.51,221.96546676958332,-79.04475090138888,"K3IIICN0.5",B,"*"
"* pi. Sgr","Albaldah",3.46,3.22,2.88,2.54,2.3,2.6363,2.11,287.440970525,-21.023613981944443,"F2II-III",C,"**"
"* rho Pup","Tureis",3.43,3.24,2.81,2.46,2.25,2.75059,2.1,121.88603676458334,-24.304324429444446,"F5IIkF2IImF5II",C,"dS*"
"V* EP Aqr",,,7.93,6.78,,,4.01761,-0.296,326.6327062133,-2.2127579396,"M7-III:",C,"AB*"
"* del Cas","Ruchbah",2.93,2.81,2.68,2.53,2.44,2.68053,2.34,21.453964462083334,60.23528402972222,"A5IV",C,"EB*"
"* zet Aur","Saclateni",5.35,4.97,3.75,2.62,1.75,3.0328,1.1,75.61953078333333,41.075838884722224,"K5II+B7V",C,"EB*"
"* pi. Hya",,5.45,4.41,3.28,2.4,1.85,2.7938,1.42,211.59290619374997,-26.682361771666667,"K2-IIIFe-0.5",B,"PM*"
"* bet Ari","Sheratan",2.88,2.78,2.65,2.51,2.43,,2.5,28.66004578884514,20.808031471916408,"kA4hA5mA5Va",C,"SB*"
"* zet Sgr","Ascella",,2.69,2.59,,,3.24934,2.319,285.6530426563352,-29.88006330096877,"A2.5Va",C,"**"
"*  16 Aur",,,,,3.8,,4.0546,2.191,79.54404255875001,33.37161348055555,"K2.5IIIbCN-0.5",C,"SB*"
"* alf Ind",,4.9,4.11,3.11,,,2.85215,1.429,309.3918000320833,-47.2915007225,"K0III-IV",C,"PM*"
"* bet TrA",,3.19,3.14,2.85,2.53,2.38,2.78439,2.28,238.785675265,-63.43072653638888,"F1V",C,"PM*"
"* H Sco",,,5.73,4.156,,,3.4189,1.369,249.09363300125,-35.25532785666667,"K5III",C,"V*"
"* tau Sgr",,5.65,4.51,3.31,2.44,1.85,2.96683,1.37,286.73501297132,-27.67041563722,"K1.5IIIb",B,"PM*"
"V* SX Pav",,,6.97,5.62,,,3.7005,0.511,322.1871868279166,-69.50538593333333,"M5III",C,"LP*"
"V* X Her",,,7.64,6.58,,,3.65846,-0.123,240.66322089213,47.24035148221,"M6III",C,"AB*"
"* iot Dra","Edasich",5.68,4.45,3.29,2.51,1.91,2.8471,1.38,231.23239427708333,58.966065123611116,"K2III",B,"V*"
"* alf Hyi",,3.33,3.13,2.84,2.55,2.39,2.6812,2.3,29.692477791250003,-61.56985966055556,"F0IV",C,"PM*"
"* gam Crv","Gienah",2.12,2.47,2.58,2.62,2.71,,2.76,183.9515450373768,-17.541930457603193,"B8III",E,"PM*"
"* bet01 Cyg","Albereo;Albireo",4.83,4.21,3.08,2.21,1.55,2.4327,1.125,292.68033547998493,27.959680072081934,"K3II+B9.5V",C,"**"
"* pi. Aur",,7.8,5.97,4.25,2.56,1.08,3.0883,0.26,89.98374135855,45.93673491601,"M3IIb",C,"LP*"
"*  57 Peg",,,6.48,5.14,,,3.70525,0.841,347.3810724270833,8.677156565,"M4S",B,"S*"
"* L02 Pup",,7.9,6.66,5.1,2.49,0.07,5.51807,-0.57,108.38466059843168,-44.63970885887889,"M5IIIe",C,"AB*"
"* del Cap","Deneb Algedi",3.22,3.12,2.83,2.59,2.43,2.83681,2.34,326.76018433125,-16.12728708527778,"kA5hF0mF2III",C,"EB*"
"* eps Oph","Yed Posterior",4.95,4.21,3.23,2.54,2.05,2.8429,1.62,244.58037392958335,-4.692509573888889,"G9.5IIIbFe-0.5",B,"PM*"
"* tet Aur","Mahasim",2.36,2.54,2.62,2.62,2.68,,2.69,89.93029217610834,37.21258462923103,"A0VpSi",C,"a2*"
"* bet Phe",,4.75,4.19,3.3,2.59,2.08,,1.653,16.520997989851963,-46.71841069311463,"G8III",C,"**"
"* eta Ser",,4.84,4.19,3.25,2.55,2.05,2.99045,1.61,275.3275023166667,-2.8988268319444446,"K0III-IV",B,"PM*"
"* zet Cyg",,4.96,4.2,3.21,2.52,2.04,2.8363,1.6,318.23410806124997,30.226915463055555,"G8+III-IIIaBa0.5",B,"SB*"
"* nu. UMa","Alula Borealis",6.44,4.89,3.49,2.43,1.73,2.9719,1.18,169.61973601,33.094308526944445,"K3-III:",C,"*"
"* G Sco","Fuyue",5.57,4.38,3.21,,,2.86007,1.27,267.4645037403808,-37.04327637830389,"K2III",C,"*"
"* bet Lib","Zubeneschamali",2.14,2.51,2.62,2.67,2.76,2.63466,2.77,229.25172424914246,-9.382914410334685,"B8Vn",C,"PM*"
"V* RR UMi",,7.86,6.19,4.54,2.69,0.97,3.0945,0.19,224.39586368874998,65.93246026555556,"M4.5III",C,"LP*"
"* bet Cnc","Altarf;Tarf",6.75,5.0,3.52,2.42,1.62,3.00018,1.06,124.12883753375,9.185543867777778,"K4IIIBa0.5:",C,"PM*"
"* alf Col","Phact",2.1,2.53,2.65,2.65,2.74,2.6532,2.81,84.91225429958334,-34.07410971972223,"B9Ve",C,"Be*"
"HD  33203",,,,,,,,3.3,77.57836482722949,37.30184965791631,"K:+B2II",C,"**"
"* alf02 Lib","Zubenelgenubi",2.99,2.9,2.75,2.61,2.57,2.72236,2.5,222.7196378915803,-16.041776519834446,"kA2hA5mA4IV-V",C,"SB*"
"*  71 Peg",,,6.9,5.42,,,3.8881,0.65,353.36705845250003,22.498776265833335,"M5III",D,"LP?"
"*  71 Peg",,,6.9,5.42,,,3.8881,0.65,353.36705845250003,22.498776265833335,"M5III",D,"LP?"
"* zet Per",,2.19,2.97,2.85,2.71,2.62,2.7203,2.61,58.53301031291666,31.88363368388889,"B1Ib",C,"V*"
"* eps Boo A",,,3.61,2.45,,,1.9404,,221.2467631083333,27.074207219444446,"K0-II-III",B,"*"
"* zet Cen",,1.42,2.33,2.55,2.69,2.89,,3.09,208.88494019857197,-47.28837451101241,"B2.5IV",C,"SB*"
"V* T Mic",,,8.33,6.74,,,4.2328,-0.363,306.97995749028,-28.26105495543,"M7/8III",D,"AB*"
"* bet Eri","Cursa",3.02,2.92,2.79,2.65,2.57,2.77771,2.51,76.96239535462041,-5.086496983969999,"A3IV",C,"PM*"
"*   1 Lyn",,,6.89,5.05,,,3.6961,0.906,94.47841280166666,61.51528474305555,"M3III",D,"LP?"
"*   1 Lyn",,,6.89,5.05,,,3.6961,0.906,94.47841280166666,61.51528474305555,"M3III",D,"LP?"
"* ups Sco","Lesath",1.64,2.48,2.65,,,,3.053,262.6909880116666,-37.295813475277775,"B2IV",C,"*"
"* ksi Pup","Asmidiske;Azmidi;Azmidiske",5.72,4.56,3.3,2.43,1.88,2.8828,1.52,117.32356527416665,-24.859786241388893,"G6Ib",B,"*"
"* gam Cep","Errai",5.19,4.25,,2.6,,2.94296,1.66,354.83712672241,77.63236410594,"K1III-IVCN1",B,"SB*"
"* g Car",,,5.941,4.318,,,3.4912,1.474,139.0503035704167,-57.54147240611111,"M0.5IIIa",C,"V*"
"* l Car",,,5.09,3.75,,,3.47117,1.684,146.3117154353821,-62.50790286462888,"G5Iab/b",C,"cC*"
"* gam Vir","Porrima",3.07,3.1,2.74,2.45,2.26,3.4333,2.09,190.41511762006294,-1.4494039524575002,"F1-F2V",C,"PM*"
"* ksi Cyg",,7.17,5.39,3.73,2.55,1.63,2.9411,0.93,316.23275954583335,43.92785123888889,"K4.5Ib-II",B,"SB*"
"NGC  6231",,,2.83,2.6,,,,,253.53545833333334,-41.82666666666667,,,"OpC"
"M  62",,,,,,,,,255.30249999999995,-30.112361111111106,,,"GlC"
"* alf Mus",,1.62,2.484,2.649,,,2.69975,3.178,189.29590786916668,-69.1355647886111,"B2IV",C,"**"
"* psi Phe",,7.71,6.0,4.41,2.68,1.17,3.0861,0.52,28.41142097375,-46.302667998611106,"M4III",B,"LP*"
"* eps01 Ara",,,5.489,4.05,,,3.4444,1.657,254.89603666125004,-53.16043647222222,"K3III",C,"*"
"NGC  5139","ome Cen Cluster",,,,,,,,201.69699999999997,-47.47947222222223,,,"GlC"
"* c01 Cen",,,5.4,4.05,,,3.4968,1.67,220.91433174583335,-35.17365518055555,"K3IIIb",B,"PM*"
"* iot Cen",,2.77,2.76,2.73,2.68,2.69,2.78118,2.71,200.14922006503957,-36.712304581225,"kA1.5hA3mA3Va",C,"PM*"
"* bet Vol",,,4.896,3.759,,,3.3245,1.874,126.43414466916667,-66.136890265,"K2III",C,"PM*"
"* a Pup",,,4.717,3.696,,,3.39333,1.91,118.05429938018001,-40.57578173214,"K1/2II+A",D,"SB*"
"* eps Hya","Ashlesha",4.43,4.06,3.38,2.78,2.39,3.1493,1.86,131.6938009684597,6.4188015227537685,"G1III+A8V",C,"Ro*"
"* nu. Oph",,5.2,4.33,3.34,2.64,2.16,2.9779,1.71,269.7566329704167,-9.773633292222222,"G9IIIa",C,"PM*"
"* lam Dra","Giausar",7.44,5.47,3.85,2.54,1.55,3.0027,0.87,172.85091980166663,69.33107489333334,"M0III-IIIaCa1",B,"V*"
"* bet Lup",,1.59,2.46,2.68,2.78,2.95,2.69526,3.16,224.63302234983436,-43.13396384896446,"B2III",C,"PM*"
"* 119 Tau",,8.63,6.41,4.33,2.55,1.13,3.028,0.31,83.05313544666666,18.59423433027778,"M2Iab-Ib",B,"s*r"
"V* BO Mus",,,7.75,6.23,,,3.8337,0.407,188.72685470208333,-67.75689415555554,"M6II/III",D,"LP*"
"* c Sgr",,8.03,6.23,4.58,2.71,1.15,3.0956,0.43,300.66450402500004,-27.709845626666667,"M4.5III",C,"LP*"
"* eta Cet",,5.8,4.61,3.45,2.61,2.03,3.0391,1.565,17.147464511249996,-10.182265820833333,"K2-IIIb",B,"HB*"
"* gam Sge",,6.97,5.04,3.47,2.27,1.35,2.7454,0.7,299.68928594374995,19.49214668861111,"M0-III",B,"PM*"
"* alf Ret",,4.9,4.27,3.36,2.71,2.27,2.9522,1.88,63.606183908750005,-62.4738587975,"G8IIIa:",B,"PM*"
"* tet UMa",,3.67,3.64,3.18,2.74,2.47,3.07174,2.28,143.21430789125,51.67730030611111,"F7V",C,"PM*"
"V* V416 Lac",,,6.684,5.167,,,3.86199,1.087,339.65801377045455,56.79563274478278,"M4+III",B,"LP*"
"Cl Collinder   69","lam Ori Cluster;lam Ori Group;lambda Ori Association;lambda Ori Cluster",,,2.8,,,,,83.792,9.812999999999999,,,"OpC"
"* gam02 Leo",,,3.4,,2.2,,,,154.99424882083335,19.840750963888887,"G7IIIbFe-1.5",C,"PM*"
"* iot Ori","Hatysa",1.45,2.53,2.77,,,,3.27,83.85825794708333,-5.9099009825,"O9IIIvar",C,"SB*"
"Cl Collinder  121",,,3.02,2.6,,,,,104.08333333333336,-24.729999999999997,,,"OpC"
"* omi Cep",,,,,,,,3.128,349.65621622461094,68.1114427125379,"G8.5III-IIIbFe-0.5",C,"**"
"* gam TrA",,2.87,2.89,2.89,,,2.6926,2.84,229.72742493083337,-68.67954593388889,"A1V",C,"PM*"
"* omi UMa","Muscida",4.79,4.27,3.42,2.76,2.31,3.14935,1.87,127.56612565266667,60.718168223941106,"G5III:",C,"PM*"
"* del TrA",,,4.943,3.839,,,3.4321,1.939,243.85945743374998,-63.68568033277778,"G2Ib-IIa",B,"*"
"* ups Per","Nembus",6.29,4.85,3.57,2.61,1.96,3.0994,1.48,24.49815413583333,48.62821375916667,"K3-IIICN0.5",B,"PM*"
"* eta Per","Miram",7.38,5.48,3.79,2.56,1.67,3.0284,1.06,42.67420662666667,55.895496548888886,"K3-Ib-IIa",B,"*"
"* bet Ret",,,4.968,3.833,,,3.51656,1.94,56.04992267531208,-64.80691413207694,"K2-IIIb",B,"SB*"
"* pi.03 Ori","Tabit",3.62,3.63,3.19,2.77,2.51,3.08792,2.36,72.46004544041666,6.9612745261111115,"F6V",B,"PM*"
"* del Boo",,5.12,4.44,3.49,2.76,2.25,3.0531,1.8,228.87567896583334,33.31483126611111,"G8IIIFe-1",B,"PM*"
"V* NU Pav",,7.97,6.66,5.13,,,3.0278,-0.27,300.43643917749995,-59.37589381666667,"M6III",C,"LP*"
"* omi Cet","Mira;Mira A",,7.63,6.53,5.03,,5.0948,-0.73,34.83663375759996,-2.9776376730729166,"M5-9IIIe+DA",C,"Mi*"
"* eta Tau","Alcyone",2.44,2.78,2.87,2.84,2.88,2.773,2.94,56.871152303749994,24.105135651944444,"B7III",C,"Be*"
"* rho Boo",,6.33,4.89,3.59,2.67,2.02,3.16429,1.41,217.9574555385208,30.371436570076384,"K3-III",B,"PM*"
"* ksi Gem","Alzirr",3.85,3.79,3.36,2.97,2.74,3.24635,1.996,101.32235133541666,12.895591979722221,"F5IV-V",C,"PM*"
"* eta Cep",,4.96,4.32,3.41,2.76,2.27,3.17791,1.82,311.32239814166667,61.83878242694445,"K0IV",B,"PM*"
"* gam Cen A",,,2.84,2.82,,,,,190.37930732083333,-48.95991231666667,"A1IV",C,"PM*"
"*   5 UMi",,,5.664,4.235,,,3.6564,1.711,216.88143063041665,75.69599212722223,"K4-III",B,"V*"
"* ksi02 Sgr",,5.82,4.69,3.51,2.71,2.12,3.0393,1.64,284.4324961775,-21.10665590777778,"G8/K0II/III",E,"*"
"M  31","And Nebula;Andromeda;Andromeda Galaxy;Andromeda Nebula",4.86,4.36,3.44,,,,2.094,10.684708333333333,41.268750000000004,,,"G"
"* del Crt",,5.66,4.67,3.56,2.73,2.13,3.1267,1.68,169.83519817375003,-14.778539251944444,"G9IIICH0.5",C,"PM*"
"* del Cyg","Fawaris",2.75,2.85,2.87,2.88,2.9,,2.82,296.24366058875,45.13081001833333,"A0IV",C,"PM*"
"* tet Car",,1.53,2.54,2.76,2.87,3.1,2.73471,3.3,160.73917486416664,-64.39445022111111,"B0Vp",C,"SB*"
"* gam Lup",,1.76,2.586,2.765,,,,3.276,233.78520144771352,-41.16675686900692,"B2IV",E,"El*"
"* del Cru","Imai",1.63,2.568,2.752,,,2.7007,3.328,183.78631968541666,-58.74892692666667,"B2IV",E,"Pu*"
"HD  81817",,,5.736,4.255,,,3.78522,1.698,144.2720324125,81.32638087305554,"K3II-III",B,"SB*"
"V* RS Cnc",,8.65,7.62,5.95,3.06,0.73,3.2245,-0.44,137.66165765791666,30.963137766944445,"M6S",B,"S*"
"* del Ser",,,,,,,,2.983,233.70061506285754,10.538867997173215,"F0",D,"**"
"*  11 Cep",,,,,3.9,,4.23479,2.462,325.48045188087,71.31146318553,"K0.5III",B,"PM*"
"* alf Ara",,2.09,2.78,2.95,3.05,3.29,2.87802,3.03,262.9603813675,-49.87614501138889,"B2Vne",C,"Be*"
"* mu. Peg","Sadalbari",5.1,4.42,3.48,2.8,2.33,3.1512,1.93,342.50080479416664,24.601582883333336,"G8+III",B,"PM*"
"* gam02 Vol",,,4.774,3.746,,,3.49892,1.961,107.18694039829,-70.4989304021,"K0III",C,"PM*"
"* iot Cet",,5.94,4.77,3.55,2.7,2.11,3.0804,1.66,4.856975680833332,-8.823919737499999,"K1+IIICN0.5",B,"*"
"*  30 Psc",,7.88,6.04,4.41,2.85,1.44,3.29278,0.67,0.49008113222000005,-6.01407055668,"M3III",B,"LP?"
"*  30 Psc",,7.88,6.04,4.41,2.85,1.44,3.29278,0.67,0.49008113222000005,-6.01407055668,"M3III",B,"LP?"
"* eps Boo","Izar",,3.36,2.39,,,,,221.24673940278586,27.074224971737152,"A0",D,"**"
"* gam Ret",,7.93,6.12,4.5,2.84,1.36,3.1763,0.58,60.22420249541666,-62.15928472611111,"M4III",C,"LP*"
"* gam Boo","Seginus",3.33,3.21,3.02,2.88,2.8,2.8688,2.65,218.01946581833334,38.30825118611111,"A7IV+(n)",C,"dS*"
"* ups Car",,,3.25,2.99,4.92,,2.7888,2.133,146.77550706492468,-65.07200742206864,"A9",D,"*"
"* w Car",,,6.219,4.545,,,3.7582,1.575,160.88454228875,-60.566619655555556,"K4III",C,"LP?"
"* w Car",,,6.219,4.545,,,3.7582,1.575,160.88454228875,-60.566619655555556,"K4III",C,"LP?"
"* eta Her",,5.03,4.42,3.5,2.83,2.35,3.1238,1.98,250.72402122791667,38.92225357444444,"G7IIIFe-1",C,"PM*"
"* gam UMi","Pherkad",,3.067,3.002,,,2.8756,2.9,230.18215016291666,71.83401654472222,"A2III",C,"dS*"
"V* UU Aur",,,7.89,5.25,3.31,1.9,4.14006,1.07,99.13682126541002,38.44550528378,"C-N5-",B,"C*"
"* bet Tri",,3.26,3.14,3.0,2.86,2.78,3.00777,2.78,32.38594634196055,34.98729706469149,"A5III",C,"SB*"
"* bet CMi","Gomeisa",2.52,2.8,2.89,2.9,2.96,2.85604,3.02,111.78767390541668,8.2893157625,"B8Ve",C,"Be*"
"* gam Cen B",,,2.91,2.88,,,,,190.37923070833335,-48.959576850000005,"A0IV",C,"PM*"
"* iot Cep",,5.5,4.6,3.54,2.69,2.19,3.106,1.82,342.42007059791666,66.20040656,"K0-III",B,"PM*"
"*  54 Eri",,7.8,5.9,4.3,2.81,1.4,3.30811,0.72,70.11046426124,-19.67149187359,"M3/4III",D,"LP*"
"* mu. Hya",,7.11,5.29,3.81,2.7,1.87,3.1615,1.3,156.5226095751909,-16.836289680850822,"K4III",B,"PM*"
"*   2 Peg",,,6.088,4.509,,,3.7034,1.701,322.48706438041665,23.638838065555554,"M1+III",B,"*"
"* ups Cet",,7.45,5.58,4.02,2.76,1.72,3.1671,1.12,30.00128817375,-21.07783182527778,"M0III",B,"PM*"
"* nu. Vir",,7.32,5.54,4.04,2.79,1.78,3.32096,1.09,176.46483155666667,6.529372579722223,"M1III",B,"LP*"
"V* BL Cru",,,6.95,5.5,,,3.99665,1.027,186.87031943213998,-58.99177100322999,"M4/5III",D,"LP?"
"V* BL Cru",,,6.95,5.5,,,3.99665,1.027,186.87031943213998,-58.99177100322999,"M4/5III",D,"LP?"
"* bet Boo","Nekkar",5.21,4.47,3.52,2.85,2.37,3.1399,1.9,225.48650991083335,40.39056683527778,"G8IIIaFe-0.5",C,"Er*"
"* gam Peg","Algenib",1.75,2.61,2.84,2.94,3.13,2.7019,3.36,3.3089634616666666,15.183593544166667,"B2IV",D,"bC*"
"V* BE Cam",,8.49,6.36,4.48,2.77,1.35,3.26744,0.52,57.38032311777,65.52597939514,"M2II",B,"LP*"
"* tau Cet",,4.43,4.22,3.5,2.88,2.41,3.3004,2.14,26.01701307163417,-15.93747989102139,"G8V",B,"PM*"
"* zet Lup",,4.99,4.33,3.41,,,3.18002,1.845,228.0712331483333,-52.09924775444445,"G8III",B,"PM*"
"* tau Sco","Paikauhale",1.55,2.56,2.81,2.93,3.18,2.80283,3.42,248.97063688749995,-28.2160170875,"B0.2V",C,"*"
"V* V768 Cen",,,7.37,6.01,,,4.11618,0.815,222.15852640813998,-36.63469685874,"M5III",C,"LP*"
"* alf02 CVn","Cor Caroli",2.44,2.76,2.88,2.98,3.05,2.90439,3.05,194.00693995375286,38.31837643625333,"A0VpSiEu",C,"a2*"
"* tet Cet",,5.57,4.65,3.59,2.83,2.26,3.19,1.836,21.005855345833332,-8.18325590361111,"K0IIIb",B,"HB*"
"* eps Car A",,,3.86,2.01,,,,,125.6284741,-59.509480700000005,"K3:III",D,"*"
"* chi Eri",,,4.55,3.7,,,3.4718,2.28,28.989415693558758,-51.60887759053111,"G8IIIbCNIV",C,"PM*"
"* zet Tau","Tianguan",2.22,2.84,3.03,3.06,3.15,2.91198,3.21,84.41118926291666,21.14254411222222,"B1IVe_shell",C,"Be*"
"* ksi Hya",,5.17,4.47,3.54,2.84,2.36,3.1789,1.96,173.25047939958336,-31.85762318027778,"G7IIIb",C,"**"
"* del Eri","Rana",5.13,4.46,3.54,2.82,2.32,3.27557,1.98,55.81208557481292,-9.763391932194168,"K0+IV",B,"*"
"* mu.01 Her",,4.56,4.17,3.42,2.89,2.51,3.2384,2.14,266.61478040032705,27.720711383034715,"G5IV",B,"**"
"* zet Pav",,,5.138,4.003,,,3.5661,2.092,280.75889700374995,-71.42811290694445,"K0III",C,"PM*"
"* ksi Pav",,,5.834,4.367,,,3.79954,1.78,275.80682218129,-61.49391192172,"K4III",C,"SB*"
"* chi UMa","Alkafzah;Taiyangshou",6.06,4.9,3.72,2.84,2.24,3.2158,1.66,176.5125586420833,47.7794062925,"K0.5IIIb:",C,"PM*"
"* c02 Aqr",,6.09,4.87,3.64,2.8,2.2,3.32797,1.7,347.36165018724955,-21.172415205008054,"K1.5III",B,"PM*"
"V* V919 Cen",,,8.31,7.05,,,4.1564,0.166,177.16343001045,-35.98692233779,"M7III",C,"AB*"
"* eps Per",,1.71,2.71,2.89,2.96,3.14,2.7964,3.36,59.46346686333334,40.0102153175,"B1.5III",C,"bC*"
"* kap Ser","Gudja",7.66,5.71,4.09,2.84,1.86,3.2408,1.05,237.18490318291668,18.141565061666665,"M0.5IIIab",B,"PM*"
"* eta Cas","Achird",4.04,4.02,3.44,2.94,2.58,3.32007,2.37,12.276227476217503,57.81517728880999,"F9V",C,"PM*"
"* del Crv","Algorab",2.8,2.89,2.94,2.99,3.03,2.96491,3.02,187.46606318416664,-16.515431261666667,"A0IV(n)kB9",C,"PM*"
